entity_id,entity_type,name,region,business_unit,criticality,service_provider_type,trust_level,lifecycle_status,data_classification
COMP-0366,SOFTWARE_COMPONENT,Software Component 0366,US-EAST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0367,SOFTWARE_COMPONENT,Software Component 0367,EU-CENTRAL,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0368,SOFTWARE_COMPONENT,Software Component 0368,EU-WEST,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0369,SOFTWARE_COMPONENT,Software Component 0369,US-WEST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0370,SOFTWARE_COMPONENT,Software Component 0370,EU-WEST,Security,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0371,SOFTWARE_COMPONENT,Software Component 0371,AP-SOUTH,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0372,SOFTWARE_COMPONENT,Software Component 0372,EU-WEST,Corporate,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0373,SOFTWARE_COMPONENT,Software Component 0373,LATAM,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0374,SOFTWARE_COMPONENT,Software Component 0374,EU-CENTRAL,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0375,SOFTWARE_COMPONENT,Software Component 0375,AP-SOUTH,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0376,SOFTWARE_COMPONENT,Software Component 0376,EU-CENTRAL,Sales,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0377,SOFTWARE_COMPONENT,Software Component 0377,AP-SOUTH,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0378,SOFTWARE_COMPONENT,Software Component 0378,AP-SOUTH,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0379,SOFTWARE_COMPONENT,Software Component 0379,US-WEST,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0380,SOFTWARE_COMPONENT,Software Component 0380,EU-CENTRAL,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0381,SOFTWARE_COMPONENT,Software Component 0381,AP-SOUTH,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0382,SOFTWARE_COMPONENT,Software Component 0382,AP-NORTHEAST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0383,SOFTWARE_COMPONENT,Software Component 0383,EU-WEST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0384,SOFTWARE_COMPONENT,Software Component 0384,GLOBAL,Support,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0385,SOFTWARE_COMPONENT,Software Component 0385,GLOBAL,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0386,SOFTWARE_COMPONENT,Software Component 0386,LATAM,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0387,SOFTWARE_COMPONENT,Software Component 0387,US-WEST,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0388,SOFTWARE_COMPONENT,Software Component 0388,AP-SOUTH,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0389,SOFTWARE_COMPONENT,Software Component 0389,AP-SOUTH,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0390,SOFTWARE_COMPONENT,Software Component 0390,US-EAST,Manufacturing,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0391,SOFTWARE_COMPONENT,Software Component 0391,LATAM,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0392,SOFTWARE_COMPONENT,Software Component 0392,EU-CENTRAL,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0393,SOFTWARE_COMPONENT,Software Component 0393,GLOBAL,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0394,SOFTWARE_COMPONENT,Software Component 0394,GLOBAL,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0395,SOFTWARE_COMPONENT,Software Component 0395,AP-SOUTH,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0396,SOFTWARE_COMPONENT,Software Component 0396,US-WEST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0397,SOFTWARE_COMPONENT,Software Component 0397,AP-NORTHEAST,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0398,SOFTWARE_COMPONENT,Software Component 0398,US-EAST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0399,SOFTWARE_COMPONENT,Software Component 0399,AP-SOUTH,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0400,SOFTWARE_COMPONENT,Software Component 0400,EU-WEST,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0401,SOFTWARE_COMPONENT,Software Component 0401,AP-SOUTH,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0402,SOFTWARE_COMPONENT,Software Component 0402,US-WEST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0403,SOFTWARE_COMPONENT,Software Component 0403,EU-CENTRAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0404,SOFTWARE_COMPONENT,Software Component 0404,GLOBAL,Manufacturing,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0405,SOFTWARE_COMPONENT,Software Component 0405,US-WEST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0406,SOFTWARE_COMPONENT,Software Component 0406,AP-SOUTH,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0407,SOFTWARE_COMPONENT,Software Component 0407,EU-CENTRAL,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0408,SOFTWARE_COMPONENT,Software Component 0408,US-EAST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0409,SOFTWARE_COMPONENT,Software Component 0409,EU-WEST,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0410,SOFTWARE_COMPONENT,Software Component 0410,US-WEST,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0411,SOFTWARE_COMPONENT,Software Component 0411,US-EAST,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0412,SOFTWARE_COMPONENT,Software Component 0412,US-EAST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0413,SOFTWARE_COMPONENT,Software Component 0413,LATAM,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0414,SOFTWARE_COMPONENT,Software Component 0414,AP-SOUTH,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0415,SOFTWARE_COMPONENT,Software Component 0415,LATAM,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0416,SOFTWARE_COMPONENT,Software Component 0416,AP-NORTHEAST,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0417,SOFTWARE_COMPONENT,Software Component 0417,EU-CENTRAL,Finance,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0418,SOFTWARE_COMPONENT,Software Component 0418,LATAM,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0419,SOFTWARE_COMPONENT,Software Component 0419,US-WEST,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0420,SOFTWARE_COMPONENT,Software Component 0420,EU-WEST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0421,SOFTWARE_COMPONENT,Software Component 0421,AP-NORTHEAST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0422,SOFTWARE_COMPONENT,Software Component 0422,GLOBAL,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0423,SOFTWARE_COMPONENT,Software Component 0423,US-WEST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0424,SOFTWARE_COMPONENT,Software Component 0424,GLOBAL,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0425,SOFTWARE_COMPONENT,Software Component 0425,EU-WEST,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0426,SOFTWARE_COMPONENT,Software Component 0426,US-EAST,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0427,SOFTWARE_COMPONENT,Software Component 0427,EU-CENTRAL,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0428,SOFTWARE_COMPONENT,Software Component 0428,EU-CENTRAL,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0429,SOFTWARE_COMPONENT,Software Component 0429,GLOBAL,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0430,SOFTWARE_COMPONENT,Software Component 0430,US-EAST,Support,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0431,SOFTWARE_COMPONENT,Software Component 0431,GLOBAL,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0432,SOFTWARE_COMPONENT,Software Component 0432,EU-CENTRAL,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0433,SOFTWARE_COMPONENT,Software Component 0433,GLOBAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0434,SOFTWARE_COMPONENT,Software Component 0434,AP-SOUTH,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0435,SOFTWARE_COMPONENT,Software Component 0435,US-WEST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0436,SOFTWARE_COMPONENT,Software Component 0436,EU-WEST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0437,SOFTWARE_COMPONENT,Software Component 0437,LATAM,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0438,SOFTWARE_COMPONENT,Software Component 0438,AP-SOUTH,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0439,SOFTWARE_COMPONENT,Software Component 0439,EU-WEST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0440,SOFTWARE_COMPONENT,Software Component 0440,AP-SOUTH,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0441,SOFTWARE_COMPONENT,Software Component 0441,EU-CENTRAL,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0442,SOFTWARE_COMPONENT,Software Component 0442,EU-WEST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0443,SOFTWARE_COMPONENT,Software Component 0443,AP-NORTHEAST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0444,SOFTWARE_COMPONENT,Software Component 0444,US-EAST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0445,SOFTWARE_COMPONENT,Software Component 0445,US-WEST,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0446,SOFTWARE_COMPONENT,Software Component 0446,EU-CENTRAL,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0447,SOFTWARE_COMPONENT,Software Component 0447,EU-CENTRAL,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0448,SOFTWARE_COMPONENT,Software Component 0448,US-WEST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0449,SOFTWARE_COMPONENT,Software Component 0449,EU-WEST,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0450,SOFTWARE_COMPONENT,Software Component 0450,US-WEST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0451,SOFTWARE_COMPONENT,Software Component 0451,US-EAST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0452,SOFTWARE_COMPONENT,Software Component 0452,EU-CENTRAL,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0453,SOFTWARE_COMPONENT,Software Component 0453,US-EAST,Manufacturing,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0454,SOFTWARE_COMPONENT,Software Component 0454,AP-SOUTH,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0455,SOFTWARE_COMPONENT,Software Component 0455,EU-CENTRAL,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0456,SOFTWARE_COMPONENT,Software Component 0456,EU-WEST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0457,SOFTWARE_COMPONENT,Software Component 0457,LATAM,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0458,SOFTWARE_COMPONENT,Software Component 0458,EU-CENTRAL,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0459,SOFTWARE_COMPONENT,Software Component 0459,US-EAST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0460,SOFTWARE_COMPONENT,Software Component 0460,EU-CENTRAL,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0461,SOFTWARE_COMPONENT,Software Component 0461,GLOBAL,Support,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0462,SOFTWARE_COMPONENT,Software Component 0462,EU-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0463,SOFTWARE_COMPONENT,Software Component 0463,EU-CENTRAL,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0464,SOFTWARE_COMPONENT,Software Component 0464,US-EAST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0465,SOFTWARE_COMPONENT,Software Component 0465,AP-NORTHEAST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0466,SOFTWARE_COMPONENT,Software Component 0466,US-WEST,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0467,SOFTWARE_COMPONENT,Software Component 0467,US-EAST,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0468,SOFTWARE_COMPONENT,Software Component 0468,US-EAST,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0469,SOFTWARE_COMPONENT,Software Component 0469,EU-WEST,Security,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0470,SOFTWARE_COMPONENT,Software Component 0470,US-EAST,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0471,SOFTWARE_COMPONENT,Software Component 0471,EU-WEST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0472,SOFTWARE_COMPONENT,Software Component 0472,US-EAST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0473,SOFTWARE_COMPONENT,Software Component 0473,US-WEST,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0474,SOFTWARE_COMPONENT,Software Component 0474,AP-NORTHEAST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0475,SOFTWARE_COMPONENT,Software Component 0475,EU-CENTRAL,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0476,SOFTWARE_COMPONENT,Software Component 0476,AP-SOUTH,Legal,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0477,SOFTWARE_COMPONENT,Software Component 0477,EU-CENTRAL,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0478,SOFTWARE_COMPONENT,Software Component 0478,LATAM,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0479,SOFTWARE_COMPONENT,Software Component 0479,GLOBAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0480,SOFTWARE_COMPONENT,Software Component 0480,EU-CENTRAL,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0481,SOFTWARE_COMPONENT,Software Component 0481,US-WEST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0482,SOFTWARE_COMPONENT,Software Component 0482,US-WEST,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0483,SOFTWARE_COMPONENT,Software Component 0483,AP-SOUTH,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0484,SOFTWARE_COMPONENT,Software Component 0484,GLOBAL,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0485,SOFTWARE_COMPONENT,Software Component 0485,US-EAST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0486,SOFTWARE_COMPONENT,Software Component 0486,US-WEST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0487,SOFTWARE_COMPONENT,Software Component 0487,AP-NORTHEAST,Supply Chain,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0488,SOFTWARE_COMPONENT,Software Component 0488,EU-WEST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0489,SOFTWARE_COMPONENT,Software Component 0489,US-WEST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0490,SOFTWARE_COMPONENT,Software Component 0490,AP-SOUTH,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0491,SOFTWARE_COMPONENT,Software Component 0491,AP-NORTHEAST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0492,SOFTWARE_COMPONENT,Software Component 0492,EU-WEST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0493,SOFTWARE_COMPONENT,Software Component 0493,AP-SOUTH,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0494,SOFTWARE_COMPONENT,Software Component 0494,LATAM,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0495,SOFTWARE_COMPONENT,Software Component 0495,LATAM,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0496,SOFTWARE_COMPONENT,Software Component 0496,EU-WEST,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0497,SOFTWARE_COMPONENT,Software Component 0497,US-EAST,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0498,SOFTWARE_COMPONENT,Software Component 0498,LATAM,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0499,SOFTWARE_COMPONENT,Software Component 0499,US-EAST,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0500,SOFTWARE_COMPONENT,Software Component 0500,GLOBAL,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0001,CLOUD_RESOURCE,Cloud Resource 0001,AP-NORTHEAST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0002,CLOUD_RESOURCE,Cloud Resource 0002,EU-CENTRAL,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0003,CLOUD_RESOURCE,Cloud Resource 0003,US-EAST,Commerce,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
CLOUD-0004,CLOUD_RESOURCE,Cloud Resource 0004,US-WEST,Manufacturing,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
CLOUD-0005,CLOUD_RESOURCE,Cloud Resource 0005,EU-WEST,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0006,CLOUD_RESOURCE,Cloud Resource 0006,GLOBAL,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0007,CLOUD_RESOURCE,Cloud Resource 0007,US-EAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0008,CLOUD_RESOURCE,Cloud Resource 0008,LATAM,Sales,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0009,CLOUD_RESOURCE,Cloud Resource 0009,AP-NORTHEAST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0010,CLOUD_RESOURCE,Cloud Resource 0010,US-WEST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0011,CLOUD_RESOURCE,Cloud Resource 0011,AP-SOUTH,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0012,CLOUD_RESOURCE,Cloud Resource 0012,US-WEST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0013,CLOUD_RESOURCE,Cloud Resource 0013,LATAM,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0014,CLOUD_RESOURCE,Cloud Resource 0014,GLOBAL,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0015,CLOUD_RESOURCE,Cloud Resource 0015,GLOBAL,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0016,CLOUD_RESOURCE,Cloud Resource 0016,AP-SOUTH,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0017,CLOUD_RESOURCE,Cloud Resource 0017,US-WEST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0018,CLOUD_RESOURCE,Cloud Resource 0018,AP-SOUTH,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0019,CLOUD_RESOURCE,Cloud Resource 0019,AP-NORTHEAST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0020,CLOUD_RESOURCE,Cloud Resource 0020,GLOBAL,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0021,CLOUD_RESOURCE,Cloud Resource 0021,AP-SOUTH,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0022,CLOUD_RESOURCE,Cloud Resource 0022,AP-SOUTH,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0023,CLOUD_RESOURCE,Cloud Resource 0023,EU-CENTRAL,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0024,CLOUD_RESOURCE,Cloud Resource 0024,US-WEST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0025,CLOUD_RESOURCE,Cloud Resource 0025,LATAM,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0026,CLOUD_RESOURCE,Cloud Resource 0026,LATAM,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0027,CLOUD_RESOURCE,Cloud Resource 0027,US-WEST,Engineering,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
CLOUD-0028,CLOUD_RESOURCE,Cloud Resource 0028,EU-CENTRAL,Finance,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
CLOUD-0029,CLOUD_RESOURCE,Cloud Resource 0029,AP-NORTHEAST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0030,CLOUD_RESOURCE,Cloud Resource 0030,EU-WEST,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0031,CLOUD_RESOURCE,Cloud Resource 0031,US-EAST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0032,CLOUD_RESOURCE,Cloud Resource 0032,GLOBAL,Manufacturing,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0033,CLOUD_RESOURCE,Cloud Resource 0033,US-WEST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0034,CLOUD_RESOURCE,Cloud Resource 0034,US-WEST,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0035,CLOUD_RESOURCE,Cloud Resource 0035,GLOBAL,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0036,CLOUD_RESOURCE,Cloud Resource 0036,LATAM,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0037,CLOUD_RESOURCE,Cloud Resource 0037,AP-NORTHEAST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0038,CLOUD_RESOURCE,Cloud Resource 0038,US-EAST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0039,CLOUD_RESOURCE,Cloud Resource 0039,US-WEST,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0040,CLOUD_RESOURCE,Cloud Resource 0040,GLOBAL,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0041,CLOUD_RESOURCE,Cloud Resource 0041,US-EAST,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
CLOUD-0042,CLOUD_RESOURCE,Cloud Resource 0042,EU-CENTRAL,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
